N,K,eta,p,max_qfi,coeffs,combinations
3,2,1.0,0.1,14.914320815540744,"0.6434572713869483,0.0,8.342345598543922e-05,0.5412779908447192,1.68291055817424e-19,5.412572030736543e-05,7.448127687749304e-05,8.342979838069766e-05,7.447231422870004e-05,0.5412777396619006","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,1.0,0.2,14.914320941871711,"0.6434572647758933,0.0,8.343823729125156e-05,0.5412778485396281,1.0128291922149862e-19,5.413464713314684e-05,7.452858287953379e-05,8.344940419578888e-05,7.45340884264546e-05,0.5412778897857057","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,1.0,0.3,14.914320951271144,"0.6434572643272192,5.301417226789512e-20,8.343057859125875e-05,0.5412778147279552,0.0,5.410458287760889e-05,7.443767726248248e-05,8.343142504587828e-05,7.443562329663964e-05,0.541277924196418","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,1.0,0.4,14.9143209517892,"0.6434572643149665,1.0552465306089256e-19,8.343681460025345e-05,0.5412779807127941,6.739836647209983e-20,5.411496427797062e-05,7.440688825860855e-05,8.343627266865376e-05,7.442457315098519e-05,0.5412777582638177","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,1.0,0.5,14.914320983353083,"0.6434572626836853,1.094108021851422e-19,8.343044752438907e-05,0.5412784723782512,5.900520471220072e-21,5.4117943111037525e-05,7.441092654523806e-05,8.34266255522179e-05,7.44112495724155e-05,0.5412772685781629","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,1.0,0.6,14.9143209517892,"0.6434572643149665,1.0552465306089256e-19,8.343681460025345e-05,0.5412779807127941,6.739836647209983e-20,5.411496427797062e-05,7.440688825860855e-05,8.343627266865376e-05,7.442457315098519e-05,0.5412777582638177","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,1.0,0.7,14.914320861749944,"0.6434572690267996,0.0,8.342059302190881e-05,0.5412779607288036,0.0,5.4121450942838896e-05,7.44235097308876e-05,8.34374312736778e-05,7.44271876303858e-05,0.5412777727009433","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,1.0,0.8,14.914320940455383,"0.6434572649271022,5.3899807448281474e-20,8.343505209674413e-05,0.5412779190062731,5.2130385117241544e-20,5.4112483958757576e-05,7.435499241789564e-05,8.341487879241931e-05,7.437536780562602e-05,0.5412778192769694","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,1.0,0.9,14.914320958740563,"0.6434572638813748,2.0632880987309098e-20,8.345514430107347e-05,0.5412777878023861,1.0504784551202436e-19,5.4147586962352375e-05,7.451369944873901e-05,8.343187558591637e-05,7.455471110310116e-05,0.5412779515472943","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,1.0,1.0,14.914320983353083,"0.6434572626836853,1.094108021851422e-19,8.343044752438907e-05,0.5412784723782512,5.900520471220072e-21,5.4117943111037525e-05,7.441092654523806e-05,8.34266255522179e-05,7.44112495724155e-05,0.5412772685781629","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
